price_per_m,area,bank_1000,bank_500,bus_stop_1000,bus_stop_500,cafe_1000,cafe_500,cinema_1000,cinema_500,distance_to_bus_stop,distance_to_center,distance_to_school,distance_to_subway,floor,floors_total,government_1000,government_500,hospital_1000,hospital_500,hotel_1000,hotel_500,leisure_1000,leisure_500,mean_salaries_1000,mean_salaries_500,median_salaries_1000,median_salaries_500,nightlife_1000,nightlife_500,office_1000,office_500,point_of_interest_1000,point_of_interest_500,rooms,school_1000,school_500,shop_1000,shop_500,subway_station_1000,subway_station_500,tram_stop_1000,tram_stop_500,univercity_1000,univercity_500,vacancy_1000,vacancy_500
63063,44.4,5,2,18,8,3,1,0,0,106,1712,448,3800,5,9,1,1,0,0,0,0,0,0,64,0,64,0,0,0,2,1,0,0,2,3,1,21,4,0,0,5,2,0,0,1,0
73837,86.0,4,2,11,1,1,0,0,0,175,2907,960,2300,10,12,1,0,0,0,1,0,0,0,37,33,34,32,2,1,0,0,5,1,2,1,0,11,6,0,0,0,0,1,1,38,14
100274,72.8,9,1,51,2,32,2,0,0,197,8718,457,1900,8,14,6,0,1,0,2,0,1,0,41,39,40,35,2,0,11,1,13,2,2,2,1,28,6,0,0,12,2,4,0,129,19
56074,42.8,3,2,21,1,8,2,1,0,481,5642,964,700,1,5,0,0,2,1,1,1,2,2,33,31,31,28,1,0,1,0,1,0,2,1,0,46,18,1,0,8,0,0,0,48,16
48863,44.0,5,1,15,8,3,1,0,0,255,1845,459,3700,5,5,1,1,0,0,0,0,0,0,29,0,20,0,0,0,3,1,0,0,2,3,1,19,4,0,0,5,3,0,0,5,0
109210,76.0,4,2,38,5,22,5,0,0,455,10826,542,3900,3,6,5,2,0,0,3,1,0,0,36,38,28,33,4,0,5,3,15,6,2,3,0,19,9,0,0,13,0,2,0,13,4
115789,76.0,9,3,34,12,33,8,0,0,123,9475,770,2300,24,25,6,3,1,1,2,0,0,0,42,43,40,47,9,1,4,2,18,8,2,1,0,22,6,0,0,13,6,5,3,94,61
84146,82.0,4,0,18,0,11,2,0,0,632,5028,622,900,14,17,5,1,4,1,3,3,4,2,42,29,32,22,2,0,5,1,6,0,2,3,0,48,10,0,0,5,0,0,0,30,4
44285,35.0,5,4,53,14,13,4,0,0,140,9077,656,2500,1,3,3,0,3,1,2,1,1,0,37,43,32,40,1,1,7,3,11,8,2,1,0,20,11,0,0,8,5,0,0,74,26
55681,44.0,2,1,18,4,7,2,1,0,416,5330,685,600,1,5,0,0,2,0,1,0,1,0,31,47,30,47,1,0,1,0,1,0,2,1,0,39,8,1,0,5,1,0,0,25,2
90909,66.0,2,0,24,11,4,4,0,0,167,2275,2540,5900,16,20,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,2,0,0,27,10,0,0,5,3,0,0,0,0
88874,78.2,4,0,15,0,4,1,0,0,552,2434,171,4100,3,21,0,0,0,0,3,0,1,1,35,40,38,40,2,0,3,0,2,0,2,1,1,44,21,0,0,5,0,0,0,12,2
108333,60.0,1,0,12,5,4,2,0,0,288,2695,585,3500,22,24,0,0,1,0,3,0,1,0,34,30,30,30,0,0,2,0,2,1,2,1,0,30,8,0,0,6,2,0,0,34,1
81558,77.0,3,0,10,0,4,1,0,0,672,2572,271,4000,15,19,0,0,0,0,2,0,1,0,38,40,41,40,2,0,2,0,1,0,2,1,1,44,19,0,0,4,0,0,0,10,2
84216,83.0,3,1,11,3,2,0,0,0,363,2196,793,4900,6,9,0,0,1,0,0,0,2,0,39,33,42,40,2,2,1,1,0,0,2,1,0,37,15,0,0,3,0,0,0,9,3
54229,46.1,2,1,9,2,0,0,0,0,478,2827,670,4200,4,9,0,0,0,0,0,0,0,0,32,0,30,0,0,0,1,0,0,0,2,2,0,6,1,0,0,3,0,0,0,5,0
68181,110.0,4,2,38,10,24,8,0,0,329,10938,341,4000,8,9,5,3,0,0,3,2,0,0,35,45,26,37,4,1,5,2,13,5,2,3,2,20,9,0,0,13,0,1,1,14,7
50000,54.0,7,2,19,6,4,0,0,0,257,445,1301,3400,12,12,1,0,1,0,1,0,4,0,24,19,24,19,2,1,1,0,3,2,2,0,0,39,16,0,0,7,4,0,0,2,1
87951,83.0,14,3,42,5,40,5,0,0,259,8316,448,1500,5,16,4,0,0,0,2,0,1,0,40,34,35,28,2,0,12,3,8,0,2,4,1,36,7,0,0,13,3,4,0,99,7
77261,84.0,3,0,39,11,14,0,0,0,356,9936,966,3200,3,12,2,0,2,1,2,1,0,0,38,29,32,30,3,2,5,1,10,1,2,1,0,15,2,0,0,13,0,0,0,47,3
51573,57.2,0,0,2,0,3,1,0,0,857,2932,631,3800,10,11,0,0,0,0,1,0,1,0,40,30,42,30,2,0,1,0,1,0,2,1,0,32,8,0,0,0,0,0,0,8,1
108280,78.5,9,3,34,12,33,8,0,0,123,9475,770,3200,8,9,6,3,1,1,2,0,0,0,42,43,40,47,9,1,4,2,18,8,2,1,0,22,6,0,0,13,6,5,3,94,61
56666,45.0,8,2,15,8,5,4,0,0,88,832,726,4100,1,9,0,0,1,1,0,0,1,0,32,0,28,0,0,0,0,0,2,0,2,1,0,45,8,0,0,0,0,0,0,8,0
98529,68.0,9,1,52,12,27,2,0,0,156,9188,747,2400,2,9,3,3,2,1,4,0,0,0,40,44,40,35,5,0,9,1,15,5,2,1,0,24,10,0,0,14,4,3,0,131,19
57608,46.0,10,2,14,2,1,0,0,0,417,3391,486,600,3,5,0,0,3,0,1,0,0,0,36,23,30,23,1,0,4,0,4,0,2,1,1,43,6,2,0,3,0,0,0,32,1
70588,102.0,1,0,8,0,2,1,0,0,571,5018,1635,1400,10,23,1,0,0,0,1,1,1,0,35,37,32,37,0,0,2,0,1,0,2,0,0,8,2,0,0,3,0,0,0,15,2
41346,52.0,0,0,10,2,1,1,0,0,424,4933,1227,1200,5,5,0,0,1,0,1,0,1,1,37,30,32,30,0,0,2,0,1,0,2,0,0,10,2,0,0,7,2,0,0,19,6
84210,76.0,3,1,17,6,8,7,0,0,269,4561,448,1200,14,22,5,0,2,0,3,2,5,3,46,53,35,48,3,1,3,2,8,1,2,2,1,31,16,0,0,7,3,0,0,25,17
54444,45.0,4,0,14,4,2,1,2,1,313,1637,439,2800,2,5,2,0,1,1,0,0,1,1,20,0,17,0,1,0,2,1,3,2,2,2,2,15,4,0,0,5,0,0,0,6,0
77487,80.0,2,1,15,6,7,0,0,0,247,3686,787,2100,2,10,0,0,3,2,1,0,1,1,34,29,28,25,2,1,1,0,4,1,2,1,0,12,1,0,0,8,2,1,0,41,7
85158,82.2,7,1,50,19,29,5,0,0,34,9669,1067,2900,4,8,5,3,2,1,2,0,0,0,43,42,42,30,6,3,7,1,19,2,2,0,0,22,2,0,0,17,5,3,0,108,7
73809,84.0,2,1,17,1,4,0,0,0,489,3552,712,2200,10,10,0,0,2,0,2,0,1,1,35,32,29,25,3,0,1,0,7,1,2,1,0,14,0,0,0,7,1,1,0,60,5
46590,44.0,6,0,19,2,3,1,0,0,407,1652,224,3300,1,5,1,1,0,0,0,0,0,0,26,64,20,64,0,0,3,1,0,0,2,4,1,27,2,0,0,5,2,0,0,6,1
91549,71.0,4,2,11,1,1,0,0,0,184,2922,931,2300,11,15,1,0,0,0,1,0,0,0,37,33,34,32,2,1,0,0,5,1,2,1,0,11,5,0,0,0,0,1,1,38,14
86585,82.0,5,1,61,15,17,0,0,0,107,9409,1086,1400,5,16,3,2,3,1,2,0,0,0,39,45,35,42,4,0,5,1,15,5,2,0,0,20,8,0,0,14,3,1,0,92,26
58139,43.0,10,2,16,3,2,0,0,0,355,3433,416,500,4,5,0,0,4,0,1,0,0,0,37,17,33,23,1,1,4,0,5,1,2,1,1,35,8,2,0,5,1,0,0,32,3
48478,46.0,3,0,22,10,6,5,1,1,93,5876,1203,1200,4,5,1,0,1,0,2,0,1,1,30,28,30,26,1,1,1,1,2,0,2,0,0,39,16,0,0,8,4,0,0,21,11
133692,65.0,7,0,22,8,26,4,0,0,317,10299,967,3400,3,10,5,1,0,0,2,1,0,0,47,44,40,44,4,2,4,1,18,7,2,1,0,18,3,0,0,9,3,3,2,17,2
150000,60.0,9,3,34,12,33,8,0,0,123,9475,770,3400,20,24,6,3,1,1,2,0,0,0,42,43,40,47,9,1,4,2,18,8,2,1,0,22,6,0,0,13,6,5,3,94,61
102150,93.0,7,1,36,8,29,6,0,0,331,10368,835,3500,7,10,5,2,0,0,3,1,0,0,45,44,40,44,4,2,5,1,18,5,2,3,0,17,3,0,0,16,3,3,0,21,2
40413,53.2,4,1,14,7,1,0,0,0,167,4278,1713,2400,3,5,1,0,0,0,0,0,0,0,48,42,50,42,0,0,1,0,1,0,2,0,0,7,1,0,0,6,3,0,0,9,2
120000,60.0,7,0,22,8,26,4,0,0,317,10299,967,3400,7,9,5,1,0,0,2,1,0,0,47,44,40,44,4,2,4,1,18,7,2,1,0,18,3,0,0,9,3,3,2,17,2
78089,89.0,4,1,18,3,8,7,0,0,261,4683,620,1100,17,22,5,1,2,0,4,2,5,4,44,47,35,37,3,1,3,2,5,2,2,2,0,30,13,0,0,6,2,0,0,31,22
55555,45.0,3,1,22,6,6,2,1,1,128,6222,1110,1100,4,5,1,0,2,0,1,0,2,1,34,29,30,32,1,0,1,1,1,1,2,0,0,35,12,0,0,9,6,0,0,40,9
106493,77.0,6,4,52,23,14,6,0,0,250,8819,525,2200,11,11,5,0,2,1,2,0,1,0,37,33,32,32,1,1,7,4,10,7,2,1,0,21,13,0,0,8,5,1,0,81,27
55813,43.0,2,1,12,3,3,0,0,0,234,2339,608,3400,3,9,1,0,0,0,0,0,0,0,32,35,26,34,0,0,4,1,0,0,2,2,0,15,0,0,0,6,3,0,0,11,4
75862,87.0,6,1,22,10,17,1,0,0,279,6791,1172,900,8,16,2,0,2,0,2,1,1,0,35,40,32,37,5,0,5,0,2,0,2,0,0,57,14,1,0,11,8,1,0,77,17
59292,45.2,2,1,12,3,3,1,0,0,499,4692,574,500,4,5,1,0,2,1,0,0,0,0,33,17,30,17,2,0,0,0,0,0,2,3,0,23,8,2,1,3,0,0,0,22,1
76363,82.5,7,5,33,10,22,16,0,0,174,6940,1052,1100,9,14,1,1,2,2,2,1,1,1,33,35,30,30,4,4,11,7,7,2,2,0,0,53,24,0,0,13,3,0,0,89,53
57516,45.9,9,2,21,4,3,0,0,0,280,296,1024,3400,1,5,1,0,1,0,1,0,3,0,24,0,24,0,2,0,1,0,3,2,2,0,0,45,14,0,0,7,2,0,0,2,0
48780,41.0,4,1,19,6,3,0,1,0,310,2232,991,3600,1,5,1,0,1,0,3,1,0,0,35,29,30,37,0,0,2,2,7,4,2,1,0,22,4,0,0,7,3,1,0,35,3
63020,112.9,5,0,39,2,11,3,0,0,155,8358,387,1200,12,16,4,4,1,0,2,1,1,1,31,39,25,17,1,0,4,0,5,0,2,1,1,17,3,0,0,5,2,1,0,32,5
86021,93.0,4,1,20,8,5,1,1,0,144,2121,805,3800,9,17,1,0,1,0,3,1,1,0,39,29,31,37,0,0,2,2,6,2,2,1,0,30,5,0,0,7,4,0,0,22,3
93708,74.7,3,1,17,3,8,7,0,0,371,4738,614,1100,7,20,5,1,4,0,4,2,5,4,44,47,35,37,3,0,4,2,6,2,2,2,0,37,15,0,0,6,2,0,0,29,22
53488,43.0,9,0,40,14,20,6,0,0,127,8052,620,1600,3,5,3,0,1,0,1,0,2,1,39,0,30,0,2,0,10,4,3,1,2,3,0,41,3,0,0,13,0,1,1,44,0
77922,92.4,3,1,14,6,8,6,0,0,67,4362,422,1400,6,24,3,0,3,1,2,1,5,2,45,43,32,48,3,2,3,1,6,2,2,2,1,22,13,0,0,6,3,0,0,25,3
94444,90.0,4,1,18,3,8,7,0,0,261,4683,620,1200,4,22,5,1,2,0,4,2,5,4,44,47,35,37,3,1,3,2,5,2,2,2,0,30,13,0,0,6,2,0,0,31,22
55476,42.0,7,2,18,2,3,0,0,0,425,1487,1119,4600,3,5,0,0,2,0,0,0,0,0,34,36,27,30,0,0,0,0,2,0,2,0,0,28,2,0,0,3,0,0,0,6,5
81237,80.0,4,1,15,1,9,1,0,0,490,5265,384,700,15,16,5,2,4,1,3,1,4,0,37,20,32,20,1,0,4,1,5,0,2,2,1,52,14,2,0,0,0,0,0,44,2
61956,46.0,4,2,30,11,5,1,1,0,54,4123,841,1100,3,5,0,0,1,0,3,0,0,0,41,61,33,49,0,0,6,3,6,0,2,2,0,36,11,0,0,8,5,0,0,76,14
72282,92.0,9,3,34,12,33,8,0,0,123,9475,770,700,12,12,6,3,1,1,2,0,0,0,42,43,40,47,9,1,4,2,18,8,2,1,0,22,6,0,0,13,6,5,3,94,61
71736,139.4,2,1,37,15,19,3,0,0,286,11277,246,4400,9,12,4,3,0,0,3,1,0,0,34,24,25,25,1,1,5,3,12,4,2,3,2,18,7,0,0,10,2,1,0,13,7
104054,74.0,7,0,22,8,26,4,0,0,317,10299,967,3400,5,9,5,1,0,0,2,1,0,0,47,44,40,44,4,2,4,1,18,7,2,1,0,18,3,0,0,9,3,3,2,17,2
39906,42.6,3,1,19,8,8,6,0,0,69,5709,505,7500,1,5,3,1,3,0,2,0,0,0,34,36,32,36,1,1,1,0,1,0,2,2,0,72,32,2,1,3,0,1,1,34,14
60357,140.0,9,5,43,15,26,14,0,0,178,7750,21,1000,4,10,3,0,0,0,1,0,1,1,39,52,28,27,4,0,13,8,8,1,2,5,3,40,20,0,0,14,6,2,0,49,14
50808,43.3,2,0,9,3,1,0,0,0,317,5198,248,900,2,4,2,0,1,1,0,0,0,0,22,0,21,0,2,0,0,0,2,0,2,3,2,16,2,1,0,5,3,0,0,8,0
67020,94.3,11,2,40,13,29,4,0,0,206,9223,545,2500,10,25,7,3,1,1,2,1,0,0,41,43,40,43,7,0,4,2,18,4,2,1,0,23,5,0,0,16,4,5,1,98,78
65207,94.0,10,4,34,12,32,15,0,0,73,7807,336,1000,3,25,4,0,0,0,1,0,1,0,41,46,31,25,9,0,13,5,8,2,2,5,3,37,18,1,0,13,6,2,0,50,17
94850,73.8,9,3,34,12,33,8,0,0,123,9475,770,1000,6,16,6,3,1,1,2,0,0,0,42,43,40,47,9,1,4,2,18,8,2,1,0,22,6,0,0,13,6,5,3,94,61
72500,40.0,4,1,19,5,8,0,1,0,196,6062,816,800,2,5,1,0,2,1,1,0,2,1,34,30,32,30,0,0,1,0,1,1,2,1,0,54,8,1,0,9,5,0,0,52,7
51586,144.3,5,1,50,19,26,6,0,0,165,9826,928,1000,2,2,4,0,2,1,2,1,0,0,43,44,40,40,3,3,6,1,16,2,2,1,0,22,1,0,0,19,3,2,0,58,7
97656,64.0,2,0,37,21,21,0,0,0,227,10740,369,4000,3,15,4,0,1,0,2,0,0,0,30,15,25,16,4,0,3,0,7,0,2,3,1,16,3,0,0,14,9,1,0,14,3
54455,50.5,7,1,26,6,8,1,0,0,81,1627,1801,5200,10,12,0,0,1,1,0,0,2,1,32,32,29,30,0,0,0,0,4,0,2,0,0,45,11,0,0,4,0,0,0,10,3
88888,90.0,6,1,35,7,30,6,0,0,304,10455,750,3600,2,13,5,2,0,0,3,1,0,0,41,44,37,44,4,2,5,1,16,6,2,3,0,19,2,0,0,13,2,3,0,23,2
81256,92.3,2,0,12,3,8,1,0,0,74,5009,1250,1000,2,9,3,1,1,0,2,1,2,1,42,32,35,27,1,0,3,2,5,0,2,0,0,19,3,0,0,4,1,0,0,36,9
92837,74.0,1,0,8,3,4,1,0,0,280,5155,1481,1100,9,23,1,0,0,0,1,1,2,0,41,34,35,32,0,0,2,1,4,0,2,0,0,12,6,0,0,3,1,0,0,33,7
56034,116.0,4,1,20,8,5,1,1,0,144,2121,805,3800,10,16,1,0,1,0,3,1,1,0,39,29,31,37,0,0,2,2,6,2,2,1,0,30,5,0,0,7,4,0,0,22,3
82500,80.0,11,5,38,15,32,17,0,0,214,7871,244,1000,9,14,4,0,0,0,1,0,1,1,42,49,32,25,7,0,13,8,7,2,2,5,3,39,20,0,0,13,7,2,0,52,15
78181,55.0,5,2,16,5,9,4,0,0,183,4358,160,1500,8,24,3,1,2,1,3,2,5,2,45,40,32,40,3,2,5,1,11,1,1,2,2,35,14,0,0,6,3,0,0,25,2
73692,65.0,1,0,8,0,2,1,0,0,571,5018,1635,1400,11,22,1,0,0,0,1,1,1,0,35,37,32,37,0,0,2,0,1,0,1,0,0,8,2,0,0,3,0,0,0,15,2
80658,47.4,1,1,4,0,2,0,0,0,680,2500,968,4900,4,4,0,0,1,0,1,0,2,0,39,37,42,42,2,2,1,1,0,0,1,1,0,29,10,0,0,0,0,0,0,9,7
77836,61.0,1,1,4,0,2,0,0,0,680,2500,968,4900,2,4,0,0,1,0,1,0,2,0,39,37,42,42,2,2,1,1,0,0,1,1,0,29,10,0,0,0,0,0,0,9,7
61320,53.0,1,0,5,0,3,2,0,0,848,2559,389,4300,1,9,0,0,0,0,1,0,1,1,38,41,41,45,2,1,1,1,0,0,1,1,1,40,23,0,0,0,0,0,0,10,7
77916,48.0,4,1,19,5,9,4,0,0,64,4183,159,1600,16,24,3,0,3,0,2,1,5,2,42,40,31,40,3,2,3,1,9,1,1,2,1,31,10,0,0,7,3,0,0,31,2
78336,51.7,6,3,60,15,17,2,0,0,194,8929,697,2200,9,10,3,0,3,0,2,0,1,0,38,33,33,32,1,1,9,1,11,5,1,2,0,22,12,0,0,12,3,1,0,83,29
83695,46.0,4,1,15,1,9,1,0,0,490,5265,384,800,11,16,5,2,4,1,3,1,4,0,37,20,32,20,1,0,4,1,5,0,1,2,1,52,14,2,0,0,0,0,0,44,2
66666,52.5,7,1,40,2,14,1,0,0,261,8099,432,1900,6,24,4,3,1,0,2,1,2,1,31,38,25,24,2,0,5,0,5,0,1,1,1,22,5,0,0,8,2,1,0,27,6
57547,53.0,1,0,12,5,4,2,0,0,288,2695,585,3500,17,24,0,0,1,0,3,0,1,0,34,30,30,30,0,0,2,0,2,1,1,1,0,30,8,0,0,6,2,0,0,34,1
98591,42.6,8,1,15,4,24,8,0,0,106,7822,177,1600,1,5,4,0,0,0,1,0,0,0,44,29,30,26,9,6,6,3,6,2,1,4,1,22,9,0,0,5,1,1,1,33,6
87048,47.1,7,4,15,4,2,2,0,0,320,4185,865,400,4,10,1,0,2,0,0,0,0,0,34,41,36,40,3,1,3,1,6,3,1,2,0,27,12,2,1,6,1,0,0,17,6
71739,46.0,3,1,17,3,8,7,0,0,371,4738,614,1100,4,20,5,1,4,0,4,2,5,4,44,47,35,37,3,0,4,2,6,2,1,2,0,37,15,0,0,6,2,0,0,29,22
90625,48.0,9,4,43,13,32,14,0,0,191,7785,143,900,8,18,4,0,0,0,1,0,1,1,40,52,28,27,7,0,13,8,9,1,1,5,3,42,20,0,0,14,6,2,0,51,14
71000,50.0,6,1,24,6,17,1,0,0,125,6672,1011,800,11,17,1,0,2,0,2,1,1,0,34,38,31,35,3,0,4,0,2,1,1,0,0,67,17,1,0,11,6,1,0,65,15
63963,55.5,3,0,13,0,3,2,0,0,646,2271,213,4300,8,13,0,0,1,0,1,0,1,1,38,45,41,45,2,2,2,1,0,0,1,1,1,42,33,0,0,4,0,0,0,10,2
59482,58.0,1,0,12,5,4,2,0,0,292,2706,595,3500,13,25,0,0,1,0,3,0,1,0,34,30,30,30,0,0,2,0,2,1,1,1,0,30,8,0,0,6,2,0,0,34,1
90566,53.0,4,1,37,9,22,7,0,0,264,11010,291,4100,7,9,5,3,0,0,3,2,0,0,35,32,26,28,3,1,5,3,12,7,1,3,2,20,9,0,0,14,0,1,1,14,7
79777,45.0,4,1,15,2,2,0,0,0,233,3206,843,2100,5,16,1,0,0,0,1,1,0,0,37,36,35,32,1,1,0,0,5,0,1,1,0,12,4,0,0,4,0,1,0,41,23
86585,41.0,3,1,17,5,9,4,0,0,131,4305,166,1500,11,16,3,0,3,0,2,2,5,2,45,40,32,40,3,2,4,1,11,1,1,2,1,34,12,0,0,6,3,0,0,25,2
67924,53.0,6,2,8,5,2,0,0,0,342,3213,973,500,2,16,1,0,2,1,1,1,0,0,37,40,31,31,0,0,3,1,2,0,1,1,0,33,10,1,1,0,0,0,0,32,18
82894,38.0,0,0,1,0,0,0,0,0,809,8033,1906,1900,10,24,0,0,1,1,0,0,0,0,25,30,25,30,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,1
76190,42.0,5,2,28,12,6,2,0,0,245,2047,2012,5500,3,25,0,0,1,1,0,0,2,2,36,0,30,0,0,0,0,0,5,1,1,0,0,29,13,0,0,6,1,0,0,5,0
71428,49.0,1,0,15,1,2,1,0,0,486,1984,1767,5600,3,18,0,0,0,0,0,0,1,1,29,0,29,0,0,0,1,1,1,0,1,0,0,12,5,0,0,5,0,0,0,2,0
70000,45.0,4,1,20,5,7,0,0,0,250,1393,1953,5100,2,16,0,0,1,0,0,0,2,0,29,28,29,29,0,0,1,1,4,0,1,0,0,40,9,0,0,6,2,0,0,8,3
65217,46.0,1,1,17,7,4,0,1,1,158,3546,488,1200,11,16,2,0,0,0,1,1,1,0,32,35,30,37,1,0,0,0,0,0,1,2,1,20,3,0,0,7,3,0,0,33,6
113513,37.0,2,0,20,9,13,8,0,0,241,6437,207,500,6,12,4,3,2,2,1,0,1,0,37,45,32,33,3,1,8,2,12,2,1,1,1,24,11,2,1,5,3,0,0,74,19
72580,62.0,0,0,40,7,16,0,0,0,363,10395,767,3700,3,7,0,0,1,1,2,0,0,0,27,24,22,20,3,0,2,0,3,0,1,2,0,8,2,0,0,13,2,0,0,12,3
78958,48.0,3,0,10,0,4,1,0,0,672,2572,271,4000,2,18,0,0,0,0,2,0,1,0,38,40,41,40,2,0,2,0,1,0,1,1,1,44,19,0,0,4,0,0,0,10,2
60909,55.0,3,0,9,0,3,2,0,0,756,2474,365,4800,9,12,0,0,1,0,1,0,1,1,38,41,41,43,2,2,2,1,0,0,1,1,1,40,32,0,0,1,0,0,0,10,8
61980,50.0,3,1,9,0,3,2,0,0,576,2319,403,4500,8,10,0,0,1,0,1,0,1,1,38,39,41,42,2,2,2,1,0,0,1,1,1,40,29,0,0,2,0,0,0,10,9
80000,40.0,5,0,26,11,29,5,0,0,147,6681,296,300,4,14,4,1,3,2,2,1,1,0,37,46,29,33,5,1,14,2,13,3,1,2,1,42,9,2,1,8,4,1,0,108,19
76595,47.0,2,0,12,3,8,1,0,0,74,5009,1250,1000,8,9,3,1,1,0,2,1,2,1,42,32,35,27,1,0,3,2,5,0,1,0,0,19,3,0,0,4,1,0,0,36,9
78571,42.0,4,1,20,5,2,0,1,0,257,3258,705,2000,21,24,0,0,0,0,1,1,0,0,37,36,35,32,1,1,1,0,5,0,1,1,0,13,3,0,0,5,0,1,0,42,23
75531,47.0,4,1,16,5,8,6,0,0,345,4523,344,1300,5,10,5,2,2,1,3,2,5,3,45,54,33,49,3,2,5,1,8,1,1,2,1,38,16,0,0,7,3,0,0,24,16
73214,56.0,9,3,34,12,33,8,0,0,123,9475,770,1300,5,25,6,3,1,1,2,0,0,0,42,43,40,47,9,1,4,2,18,8,1,1,0,22,6,0,0,13,6,5,3,94,61
68181,44.0,7,2,22,11,4,1,0,0,207,1180,1197,4600,17,18,0,0,1,1,1,0,4,0,29,0,29,0,1,0,1,0,1,0,1,0,0,29,3,0,0,6,4,0,0,2,0
91412,36.1,3,1,3,0,3,2,0,0,751,2504,445,4400,16,16,0,0,1,0,1,0,1,1,38,41,41,43,2,2,1,1,0,0,1,1,1,38,25,0,0,0,0,0,0,10,8
67391,46.0,4,1,19,5,7,0,0,0,178,1467,2028,5100,3,16,0,0,1,0,0,0,2,0,29,28,29,29,0,0,1,1,4,0,1,0,0,40,6,0,0,6,2,0,0,8,3
77358,53.0,1,0,12,5,4,2,0,0,288,2695,585,3500,10,25,0,0,1,0,3,0,1,0,34,30,30,30,0,0,2,0,2,1,1,1,0,30,8,0,0,6,2,0,0,34,1
96774,31.0,8,4,42,11,30,12,0,0,40,7709,173,1000,1,9,0,0,0,0,2,0,1,1,40,65,29,32,5,0,14,7,7,1,1,3,3,47,16,0,0,14,5,2,1,52,9
84615,65.0,11,5,31,9,39,5,0,0,95,8170,558,1300,5,21,3,2,0,0,2,0,1,0,42,30,37,28,8,1,11,2,7,2,1,5,0,34,5,0,0,11,3,4,0,78,9
66645,48.0,4,1,21,5,2,0,1,0,376,3234,578,1900,20,24,0,0,0,0,1,1,0,0,37,36,35,32,1,0,0,0,5,0,1,1,0,14,3,0,0,6,0,1,0,42,23
70754,53.0,3,0,39,11,14,0,0,0,356,9936,966,3200,5,14,2,0,2,1,2,1,0,0,38,29,32,30,3,2,5,1,10,1,1,1,0,15,2,0,0,13,0,0,0,47,3
73991,44.6,5,0,39,2,11,3,0,0,155,8358,387,1200,11,17,4,4,1,0,2,1,1,1,31,39,25,17,1,0,4,0,5,0,1,1,1,17,3,0,0,5,2,1,0,32,5
68269,52.0,5,1,20,4,3,1,0,0,34,486,751,2400,7,13,1,0,1,0,0,0,1,1,24,0,24,0,1,0,1,0,3,2,1,1,0,40,11,0,0,5,0,0,0,2,0
71570,50.3,7,2,22,11,4,1,0,0,207,1180,1197,4600,16,18,0,0,1,1,1,0,4,0,29,0,29,0,1,0,1,0,1,0,1,0,0,29,3,0,0,6,4,0,0,2,0
70833,48.0,3,1,17,3,8,7,0,0,371,4738,614,1100,4,16,5,1,4,0,4,2,5,4,44,47,35,37,3,0,4,2,6,2,1,2,0,37,15,0,0,6,2,0,0,29,22
83950,40.5,7,2,30,8,26,10,0,0,322,7366,379,500,3,5,1,1,2,0,1,1,1,0,41,49,28,32,8,2,13,5,9,4,1,5,2,38,12,1,0,12,3,1,1,57,29
70476,52.5,4,1,12,1,1,0,0,0,265,2939,830,2200,19,22,1,0,0,0,1,0,0,0,37,31,34,32,2,1,0,0,5,0,1,1,0,12,5,0,0,3,0,1,0,38,13
49622,92.6,4,1,20,2,2,0,1,0,374,3186,620,1800,8,24,1,0,0,0,1,1,0,0,37,36,35,32,1,1,0,0,5,0,3,1,0,15,3,0,0,6,0,1,0,42,23
55555,72.0,1,0,6,0,2,1,0,0,643,4957,1664,1500,14,17,1,0,0,0,1,1,1,0,34,37,34,37,0,0,2,0,1,0,3,0,0,7,2,0,0,2,0,0,0,12,2
50010,92.6,4,1,20,2,2,0,1,0,374,3186,620,1800,4,24,1,0,0,0,1,1,0,0,37,36,35,32,1,1,0,0,5,0,3,1,0,15,3,0,0,6,0,1,0,42,23
49019,102.0,3,3,17,7,2,0,0,0,181,2102,153,2000,5,10,4,2,1,1,1,0,0,0,32,0,22,0,0,0,7,4,0,0,3,4,3,24,10,0,0,6,4,0,0,8,0
49324,74.0,4,0,13,8,1,0,0,0,251,2110,177,4300,12,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,1,10,4,0,0,5,2,0,0,0,0
49568,92.6,4,1,20,2,2,0,1,0,374,3186,620,1800,6,24,1,0,0,0,1,1,0,0,37,36,35,32,1,1,0,0,5,0,3,1,0,15,3,0,0,6,0,1,0,42,23
56666,90.0,3,1,11,3,2,1,0,0,221,2051,803,4900,15,16,0,0,1,1,0,0,2,0,39,33,42,40,2,2,2,1,0,0,3,1,0,37,15,0,0,3,0,0,0,9,3
46008,109.8,3,1,14,4,1,0,0,0,356,3707,1190,3200,9,16,1,1,0,0,0,0,0,0,44,0,42,0,0,0,1,0,2,0,3,0,0,12,5,0,0,6,2,0,0,4,0
48437,64.0,2,0,36,17,20,0,0,0,254,10878,400,4100,1,2,4,0,1,0,2,0,0,0,30,16,25,16,4,0,2,0,6,0,3,3,1,16,2,0,0,14,9,1,0,14,1
53763,83.7,6,2,21,1,6,1,0,0,496,1154,1622,4800,8,24,0,0,2,0,0,0,1,0,32,28,29,29,0,0,1,0,2,1,3,0,0,42,18,0,0,3,0,0,0,10,5
