area,bank_1000,bank_500,bus_stop_1000,bus_stop_500,cafe_1000,cafe_500,cinema_1000,cinema_500,distance_to_bus_stop,distance_to_center,distance_to_school,distance_to_subway,floor,floors_total,government_1000,government_500,hospital_1000,hospital_500,hotel_1000,hotel_500,leisure_1000,leisure_500,mean_salaries_1000,mean_salaries_500,median_salaries_1000,median_salaries_500,nightlife_1000,nightlife_500,office_1000,office_500,point_of_interest_1000,point_of_interest_500,price_per_m,rooms,school_1000,school_500,shop_1000,shop_500,subway_station_1000,subway_station_500,tram_stop_1000,tram_stop_500,univercity_1000,univercity_500,vacancy_1000,vacancy_500,year
60.0,1,1,12,7,3,1,0,0,135,2664,753,3413,3,3,0,0,1,1,3,3,0,0,34,30,30,30,0,0,2,0,2,2,40,3,1,0,26,4,0,0,6,3,0,0,35,1,1934
46.0,4,0,17,0,10,2,0,0,607,5024,633,1035,3,5,5,1,4,1,3,3,4,3,43,29,33,22,2,0,4,0,6,0,49,2,3,0,46,8,0,0,5,0,0,0,28,4,1969
56.0,8,1,19,5,4,2,0,0,258,3335,897,891,4,5,1,0,2,1,0,0,0,0,34,13,38,13,2,1,2,1,3,2,51,3,1,0,39,8,1,0,6,1,0,0,18,2,1962
74.0,9,5,27,6,31,15,0,0,103,8779,79,1971,2,3,6,1,1,0,2,2,0,0,42,41,40,43,7,0,5,2,13,0,83,2,1,1,24,4,0,0,10,2,3,3,95,62,1935
52.0,5,1,25,8,2,0,1,0,122,3224,711,1777,5,5,3,0,0,0,1,1,0,0,34,23,32,23,0,0,4,1,1,0,51,3,1,0,35,8,0,0,11,1,0,0,5,1,1970
78.8,7,2,15,3,3,2,0,0,364,1407,1189,4670,7,9,0,0,2,0,0,0,1,0,34,36,27,30,0,0,0,0,2,0,50,4,0,0,36,1,0,0,0,0,0,0,6,5,1971
50.0,2,0,20,9,21,6,0,0,177,6779,181,179,4,9,4,1,2,2,1,1,0,0,39,46,30,33,4,0,14,1,13,3,81,2,3,1,29,8,1,1,7,3,1,0,71,19,1969
37.0,6,4,27,6,17,12,0,0,173,6571,919,811,4,9,2,1,3,2,2,0,1,1,33,34,30,30,4,1,10,5,6,1,63,1,1,0,62,20,1,0,10,2,1,0,99,49,1982
63.0,4,3,20,9,4,1,0,0,234,1724,701,4782,15,17,0,0,1,1,0,0,2,1,39,40,42,40,2,0,2,0,0,0,82,3,1,0,41,13,0,0,5,2,0,0,9,1,2013
70.0,5,2,21,6,6,0,0,0,82,4818,548,731,5,9,0,0,2,1,2,1,1,0,39,56,32,45,0,0,5,3,0,0,57,4,1,0,47,10,2,0,1,0,0,0,81,19,1977
60.0,5,2,22,3,5,1,0,0,315,1217,214,3344,4,5,1,1,1,0,0,0,1,0,26,0,20,0,1,0,3,0,0,0,43,3,3,2,29,13,0,0,3,0,0,0,6,0,1968
22.3,6,1,18,0,7,0,0,0,581,343,1156,4015,3,9,0,0,1,1,1,0,2,1,28,27,29,27,1,0,0,0,4,1,71,1,0,0,45,12,0,0,3,0,0,0,5,2,1979
106.0,2,0,24,11,4,4,0,0,167,2275,2540,5896,20,20,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,94,2,0,0,27,10,0,0,5,3,0,0,0,0,2007
50.0,0,0,0,0,1,0,0,0,1099,2737,1925,5893,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,2,0,0,0,0,0,0,0,0,0,2008
27.4,4,1,8,1,2,0,0,0,413,4149,1208,548,9,9,1,0,2,0,1,0,0,0,30,31,30,31,0,0,2,1,2,2,46,1,0,0,23,13,2,0,0,0,0,0,28,1,0
61.3,10,2,14,4,1,0,0,0,363,3865,226,365,3,5,0,0,3,2,1,0,0,0,40,36,35,36,1,0,4,0,5,0,63,2,1,1,40,10,2,1,4,1,0,0,26,3,1957
54.0,5,1,7,5,2,1,0,0,161,4473,717,162,1,5,1,1,2,0,0,0,0,0,33,32,31,32,2,1,1,0,5,1,57,2,3,0,22,3,1,1,3,2,0,0,16,1,1957
71.1,4,1,22,5,8,0,1,0,78,6165,885,935,3,5,1,0,2,1,1,0,2,1,34,28,32,28,0,0,1,0,1,1,63,3,1,0,53,8,1,0,9,5,0,0,51,4,1963
35.0,4,1,16,7,3,2,0,0,224,3010,874,1192,5,9,2,0,1,1,0,0,1,0,33,30,40,22,1,0,1,1,3,0,43,2,1,0,23,8,0,0,6,3,0,0,15,3,1987
44.3,6,1,18,5,0,0,1,0,364,2905,750,2055,1,2,3,0,1,0,1,1,0,0,34,32,32,32,0,0,7,0,1,0,23,2,4,0,32,7,0,0,7,2,0,0,5,1,1953
37.7,3,0,13,4,4,0,0,0,299,7270,1347,1388,1,9,1,0,2,0,1,0,0,0,40,16,35,16,1,0,1,0,1,0,71,1,0,0,29,2,0,0,11,2,0,0,27,1,1986
30.0,4,1,18,5,6,0,1,0,146,6255,751,919,5,5,1,0,2,1,0,0,2,0,34,33,32,30,0,0,1,0,1,1,57,1,1,0,51,12,1,0,9,5,0,0,49,11,1962
45.0,2,0,7,2,1,0,0,0,163,5481,550,1120,4,5,1,0,1,0,0,0,0,0,21,0,18,0,3,0,0,0,2,0,50,2,2,0,18,2,0,0,5,2,0,0,7,0,1965
45.0,3,2,26,8,7,2,1,0,27,4425,657,857,5,5,0,0,2,0,3,1,0,0,39,64,31,50,0,0,6,3,1,0,62,2,1,0,49,10,1,0,5,0,0,0,68,15,1972
33.0,1,1,6,2,0,0,0,0,219,7785,2926,3057,2,5,0,0,0,0,0,0,0,0,34,0,32,0,0,0,0,0,0,0,48,1,0,0,2,0,0,0,0,0,0,0,7,0,1981
61.0,3,1,17,5,8,4,0,0,58,4232,227,1621,7,22,3,0,3,0,2,1,5,2,42,40,31,40,3,2,4,1,7,1,73,2,2,1,32,10,0,0,7,3,0,0,30,2,2013
45.4,10,5,12,7,2,0,0,0,355,3619,318,358,1,5,0,0,3,1,0,0,0,0,41,35,38,40,1,1,3,1,4,3,50,2,1,1,34,13,1,1,4,2,0,0,28,7,1960
31.3,1,1,11,1,1,0,0,0,415,4884,2234,1686,5,5,0,0,0,0,0,0,0,0,42,43,40,45,0,0,1,0,0,0,39,1,0,0,2,0,0,0,4,1,0,0,17,6,1973
31.0,3,0,14,3,3,0,0,0,225,2238,341,2736,9,10,2,0,1,0,1,0,0,0,31,21,28,20,0,0,7,2,1,0,61,1,3,2,22,6,0,0,9,3,0,0,12,4,1990
34.0,1,1,8,5,1,0,0,0,46,6480,745,1076,9,9,1,0,1,1,0,0,1,0,35,35,35,30,0,0,0,0,1,1,52,2,1,0,30,16,0,0,8,5,0,0,31,13,1978
47.5,1,0,7,0,1,0,0,0,663,5231,2532,2648,2,5,0,0,0,0,0,0,0,0,47,32,47,32,0,0,0,0,0,0,52,2,0,0,4,0,0,0,2,0,0,0,10,1,1979
30.2,4,0,15,2,7,1,0,0,358,6208,213,735,5,5,1,0,1,1,0,0,1,0,34,40,32,35,1,0,0,0,2,0,61,1,1,1,62,14,1,0,10,2,1,0,38,5,1967
61.0,8,4,19,8,5,2,0,0,200,1094,384,3882,7,9,1,0,1,0,0,0,0,0,32,0,30,0,0,0,0,0,1,0,58,3,2,1,33,7,0,0,1,0,0,0,3,0,1980
31.0,4,1,24,4,2,0,1,0,203,3256,793,1811,3,5,3,0,0,0,1,1,0,0,34,27,32,27,0,0,3,1,1,0,54,1,1,0,37,6,0,0,10,1,0,0,5,2,1953
33.0,4,1,8,1,2,0,0,0,413,4149,1208,548,8,9,1,0,2,0,1,0,0,0,30,31,30,31,0,0,2,1,2,2,56,1,0,0,23,13,2,0,0,0,0,0,28,1,0
90.0,7,3,15,4,2,2,0,0,267,4236,884,446,8,10,1,1,1,0,0,0,0,0,33,38,36,40,2,1,3,1,6,2,61,2,2,0,27,10,2,1,6,1,0,0,17,4,2004
32.1,1,1,9,2,4,1,0,0,115,8109,781,2191,9,9,4,4,1,0,1,0,1,0,33,36,19,18,1,0,3,1,0,0,66,1,1,0,15,5,0,0,5,2,0,0,8,6,1992
17.6,4,1,49,27,29,21,0,0,172,10552,217,3784,1,2,5,4,1,0,4,1,0,0,33,33,26,25,6,2,6,2,14,6,45,1,3,2,20,13,0,0,18,11,2,1,20,9,1917
51.9,8,4,39,10,29,13,0,0,336,6704,877,678,13,15,3,1,4,1,2,1,1,1,37,32,29,28,6,3,13,9,11,5,76,1,2,0,52,23,2,0,13,2,0,0,102,50,2005
48.0,6,1,17,3,2,0,0,0,122,2909,702,814,9,10,2,0,1,0,1,1,0,0,38,44,33,36,0,0,4,1,1,0,58,1,1,0,28,6,1,0,3,0,0,0,28,14,2004
54.9,6,3,14,1,2,1,0,0,253,4492,848,681,5,5,1,0,1,0,0,0,0,0,36,47,36,55,1,0,2,1,6,1,53,3,1,0,24,8,2,0,5,1,0,0,26,3,1961
99.0,3,0,14,4,1,0,1,1,382,1632,505,2717,2,9,1,0,1,1,0,0,1,1,18,0,16,0,1,0,2,1,3,2,59,3,2,0,14,4,0,0,5,0,0,0,5,0,1998
44.0,8,4,13,6,1,0,0,0,149,4225,381,325,1,5,0,0,2,2,0,0,1,0,37,48,40,51,1,0,3,1,4,1,54,2,1,1,34,7,2,1,4,3,0,0,11,4,1960
71.0,7,0,20,7,4,2,0,0,125,1206,1255,4660,10,11,0,0,1,1,1,0,4,0,27,0,29,0,0,0,1,0,1,0,63,2,0,0,27,2,0,0,5,3,0,0,5,0,2013
60.0,7,2,12,2,3,0,0,0,312,1772,1144,4868,3,9,0,0,2,0,0,0,1,0,36,42,30,42,0,0,0,0,3,1,61,3,0,0,23,3,0,0,4,0,0,0,5,2,1971
31.6,5,0,16,6,7,0,0,0,262,4853,247,384,5,5,0,0,2,1,2,1,0,0,40,60,30,48,0,0,3,0,0,0,56,1,1,1,51,8,1,1,0,0,0,0,52,17,1962
45.0,8,2,19,4,5,0,0,0,233,1203,491,3988,8,9,1,0,1,0,0,0,0,0,36,0,30,0,0,0,0,0,1,0,66,2,2,1,29,5,0,0,1,0,0,0,5,0,1978
96.7,6,2,27,8,6,1,1,0,112,4502,768,970,4,10,0,0,2,0,2,1,1,0,39,55,31,42,0,0,6,3,6,0,59,4,1,0,49,10,1,0,6,0,0,0,72,21,1993
73.0,5,2,20,5,5,1,1,0,58,1581,715,4493,4,9,0,0,1,1,1,0,2,0,34,0,40,0,2,0,2,0,0,0,52,3,1,0,50,2,0,0,6,2,0,0,7,0,1
50.3,7,1,25,4,6,1,0,0,225,1372,1632,4957,14,16,0,0,2,0,0,0,3,0,32,31,29,30,0,0,1,0,5,1,65,1,0,0,50,5,0,0,4,0,0,0,10,5,2001
39.3,6,1,34,2,14,0,0,0,355,8005,517,1942,18,24,4,3,2,0,1,0,2,0,31,35,25,18,2,0,5,0,2,0,66,1,1,0,21,5,0,0,8,2,1,0,27,7,2017
62.0,6,1,24,6,22,1,0,0,146,6628,1059,712,5,10,2,0,2,0,2,1,1,0,35,35,32,32,5,0,5,0,2,0,67,2,0,0,69,18,1,0,10,6,1,0,79,19,0
35.0,2,1,34,6,15,1,0,0,119,11377,454,4561,2,3,3,0,0,0,3,1,0,0,35,26,26,24,1,0,3,2,11,2,60,1,3,1,16,4,0,0,10,0,1,0,12,4,1917
41.0,6,3,12,3,2,0,0,0,169,3604,707,170,1,5,0,0,3,1,1,1,0,0,37,27,32,27,0,0,4,0,2,1,68,1,1,0,39,17,2,1,1,0,0,0,29,9,1959
37.2,3,1,16,4,4,1,0,0,249,1742,1609,5361,7,9,0,0,1,0,0,0,1,1,26,0,28,0,0,0,1,1,0,0,63,1,0,0,15,5,0,0,5,1,0,0,4,0,1989
91.4,5,0,55,13,11,0,0,0,167,9492,1068,2916,6,6,3,0,3,1,2,0,0,0,37,44,32,40,4,0,4,3,12,3,64,3,0,0,17,6,0,0,11,3,0,0,74,23,1917
47.0,5,2,30,11,5,1,1,0,44,4119,840,1157,3,5,0,0,1,0,3,0,0,0,41,39,33,40,0,0,6,3,6,0,59,2,2,0,36,11,0,0,8,5,0,0,76,9,1967
51.1,8,2,38,9,29,10,0,0,64,7218,832,1097,5,9,1,0,2,1,1,1,2,0,37,32,28,30,4,4,14,4,6,3,78,3,3,0,54,19,0,0,13,2,1,0,77,15,1977
29.9,5,3,60,24,30,23,0,0,229,10327,456,3549,2,2,7,1,2,0,3,2,0,0,40,39,37,34,6,4,5,3,18,5,86,1,3,2,20,13,0,0,21,12,3,1,32,6,1889
137.0,6,4,59,6,17,0,0,0,113,8996,814,2353,16,16,3,0,3,0,3,0,1,0,41,39,40,33,1,0,9,0,12,6,80,3,2,0,20,11,0,0,12,3,1,0,122,14,1889
17.7,8,5,16,6,2,1,0,0,380,4192,600,436,2,5,1,0,2,1,0,0,0,0,40,45,40,44,2,0,3,1,5,3,73,1,1,0,31,13,2,1,6,3,0,0,11,8,1962
55.9,4,2,12,5,2,0,1,0,212,3730,1284,1799,4,9,2,0,0,0,1,0,0,0,31,0,23,0,0,0,2,0,1,0,52,2,0,0,27,7,0,0,6,3,0,0,5,0,1987
57.0,8,0,24,0,6,0,0,0,519,83,1086,3759,2,5,0,0,1,0,1,0,3,0,25,0,24,0,1,0,0,0,3,1,44,3,0,0,52,4,0,0,6,0,0,0,4,0,1966
43.6,3,0,13,3,6,1,0,0,236,6331,414,862,2,5,1,0,1,1,0,0,2,0,36,36,35,30,1,0,0,0,2,0,63,2,1,1,54,14,1,0,8,3,1,0,43,8,1968
60.0,5,1,20,4,5,1,0,0,181,1947,1508,5221,6,9,0,0,1,0,0,0,2,0,36,42,30,42,0,0,0,0,3,1,49,3,0,0,22,7,0,0,4,0,0,0,5,2,1980
52.2,3,0,14,3,2,0,0,0,336,2160,154,2469,9,9,2,2,1,1,1,0,0,0,30,21,24,20,0,0,7,4,0,0,50,2,3,3,23,11,0,0,8,1,0,0,9,4,1987
23.0,5,0,29,9,22,6,0,0,222,6287,654,448,7,9,6,1,5,1,2,0,1,0,34,30,28,21,4,1,12,4,10,5,91,1,1,0,46,10,2,1,5,2,0,0,95,13,1975
46.0,5,2,13,2,9,2,0,0,146,4724,305,1129,4,9,2,2,2,2,4,0,2,0,33,30,30,30,2,1,6,2,7,3,73,2,2,1,52,16,0,0,4,1,0,0,34,2,1971
40.0,3,0,20,7,5,2,0,0,223,1990,2397,5658,6,9,0,0,1,0,0,0,2,0,28,0,29,0,0,0,1,0,3,2,55,1,0,0,26,8,0,0,5,2,0,0,3,0,1991
37.5,2,0,24,2,7,3,0,0,370,8423,654,2503,4,22,4,1,1,0,2,0,1,0,31,36,25,18,1,0,4,1,3,0,48,1,1,0,14,5,0,0,5,2,0,0,25,6,2016
52.0,5,1,42,2,14,1,0,0,232,8128,449,2100,1,5,4,3,1,0,2,1,1,1,31,38,25,24,2,0,4,0,5,0,59,3,1,1,21,5,0,0,7,2,1,0,27,6,1975
66.4,12,3,35,8,33,9,0,0,230,8763,154,1976,1,9,6,0,1,0,2,2,0,0,41,41,40,41,5,0,6,2,14,2,77,3,1,1,25,6,0,0,11,4,3,1,97,64,2002
58.0,7,1,34,2,14,1,0,0,313,8044,511,2028,5,22,4,3,2,0,1,1,1,1,31,38,24,24,2,0,3,0,2,0,89,2,1,0,21,5,0,0,8,2,1,0,26,6,2015
62.6,7,1,29,9,7,1,0,0,118,1713,1987,5321,2,9,0,0,1,1,0,0,2,0,32,0,29,0,0,0,1,0,5,1,53,3,0,0,44,10,0,0,5,2,0,0,10,0,1986
71.1,5,3,22,7,5,1,0,0,307,1518,1504,4948,8,9,0,0,1,1,0,0,2,0,32,36,29,30,0,0,0,0,2,2,68,3,0,0,37,5,0,0,3,0,0,0,10,5,1982
70.0,3,0,10,1,1,0,0,0,403,1573,794,2124,1,12,3,2,0,0,0,0,2,0,40,56,36,56,1,0,1,1,2,0,54,2,1,0,15,2,0,0,8,1,0,0,4,2,1995
43.0,5,2,30,11,6,2,1,0,151,4213,863,1056,5,5,0,0,1,0,3,0,0,0,40,65,32,50,0,0,6,3,6,0,61,2,2,0,40,11,0,0,8,5,0,0,77,15,1965
18.0,5,1,13,7,2,1,0,0,273,3019,778,1053,5,9,1,0,2,1,0,0,1,0,32,25,35,26,1,1,1,1,3,0,55,1,1,0,25,7,0,0,5,3,0,0,14,6,1974
150.0,0,0,13,0,8,5,0,0,593,6500,302,593,6,18,3,1,2,1,1,0,0,0,43,40,36,42,3,0,3,1,7,1,110,3,1,1,16,4,1,0,5,0,0,0,39,14,2004
43.0,4,1,22,4,0,0,1,0,231,3137,968,2068,10,11,2,0,0,0,1,1,0,0,27,32,28,32,0,0,6,0,1,0,52,1,2,0,35,6,0,0,9,1,0,0,3,1,1951
44.0,4,2,14,4,11,4,0,0,308,4483,227,1466,3,5,2,2,2,1,3,2,3,2,41,0,32,0,3,2,6,1,8,3,69,2,2,2,42,19,0,0,6,2,0,0,42,0,1974
46.0,5,3,13,7,2,0,1,0,329,1173,985,2833,5,5,1,1,1,1,0,0,2,1,24,24,24,24,1,0,2,1,5,0,47,2,1,0,30,7,0,0,7,3,0,0,2,2,1966
69.4,5,2,18,3,5,3,0,0,269,552,1478,4187,2,9,0,0,1,0,1,0,2,1,28,32,29,32,1,0,0,0,2,1,57,3,0,0,37,12,0,0,6,1,0,0,5,1,1974
38.0,3,1,16,8,4,1,1,0,73,2399,847,3538,2,5,0,0,1,0,3,2,0,0,35,30,30,37,0,0,2,2,5,2,63,1,1,0,26,6,0,0,6,4,0,0,35,3,1966
42.2,3,2,22,1,7,2,1,0,478,5476,996,560,10,11,0,0,3,1,2,1,2,1,33,31,32,30,0,0,3,0,1,0,70,1,1,0,45,15,1,0,8,0,0,0,52,16,2012
42.0,1,0,7,0,1,0,0,0,663,5231,2532,2648,1,5,0,0,0,0,0,0,0,0,47,32,47,32,0,0,0,0,0,0,39,2,0,0,4,0,0,0,2,0,0,0,10,1,1979
42.0,0,0,2,0,0,0,0,0,921,6042,3090,4447,1,5,0,0,0,0,0,0,0,0,66,66,67,67,0,0,0,0,0,0,38,2,0,0,1,0,0,0,0,0,0,0,3,3,1968
44.0,4,0,11,3,2,1,2,1,227,1775,234,2978,5,9,1,0,1,0,0,0,1,0,37,0,34,0,1,1,1,1,6,3,69,2,2,2,23,3,0,0,2,0,0,0,12,0,1976
45.0,3,0,39,11,14,0,0,0,356,9936,966,3314,13,14,2,0,2,1,2,1,0,0,38,29,32,30,3,2,5,1,10,1,95,1,1,0,15,2,0,0,13,0,0,0,47,3,0
41.0,4,3,21,5,1,0,0,0,182,2441,276,2013,3,5,4,0,1,1,1,0,0,0,23,28,23,28,0,0,9,4,0,0,60,1,4,1,25,10,0,0,8,3,0,0,7,1,1974
75.0,3,1,32,2,11,0,0,0,361,7814,727,1888,6,9,4,3,1,0,1,0,1,0,33,49,28,33,3,0,4,0,2,0,60,4,1,0,21,6,0,0,9,2,1,0,31,4,1989
135.0,1,0,8,0,2,1,0,0,583,5091,1669,1348,11,17,1,0,0,0,1,1,1,0,35,37,32,37,0,0,2,0,1,0,80,4,0,0,8,2,0,0,3,0,0,0,15,2,2014
40.0,4,0,14,0,3,2,0,0,699,2368,98,4143,6,25,0,0,1,0,1,0,1,1,38,45,41,45,2,0,2,0,1,0,61,1,1,1,44,21,0,0,5,0,0,0,10,2,2016
45.0,5,1,19,8,8,1,0,0,96,6912,1134,1007,4,16,1,0,2,0,1,0,0,0,35,37,32,35,2,0,2,0,2,1,77,1,0,0,47,9,0,0,11,6,1,0,45,15,2017
102.0,2,0,24,11,4,4,0,0,167,2275,2540,5896,14,20,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,60,3,0,0,27,10,0,0,5,3,0,0,0,0,2007
44.0,4,1,51,29,29,21,0,0,163,10532,239,3762,1,2,5,4,1,0,4,1,0,0,33,36,26,29,6,3,6,2,14,6,42,2,3,2,21,13,0,0,19,11,2,1,20,7,1917
61.3,5,1,19,8,8,1,0,0,96,6912,1134,1007,17,20,1,0,2,0,1,0,0,0,35,37,32,35,2,0,2,0,2,1,73,2,0,0,47,9,0,0,11,6,1,0,45,15,2017
38.0,4,0,14,2,3,2,0,0,381,1927,99,2630,2,9,3,2,1,1,0,0,0,0,26,26,20,20,0,0,8,4,0,0,52,1,4,3,27,8,0,0,8,0,0,0,6,6,1982
44.0,2,1,14,1,2,0,1,0,370,4195,1280,944,1,5,3,0,0,0,1,1,0,0,32,0,24,0,1,0,1,0,0,0,52,2,0,0,21,11,1,0,6,1,0,0,16,0,1967
110.0,9,2,34,10,29,3,0,0,37,7362,830,1229,9,9,4,0,2,1,1,1,2,0,39,31,30,23,4,4,14,3,6,1,50,4,3,0,50,14,0,0,12,3,1,0,71,10,1978
49.0,5,2,11,5,1,0,0,0,281,3766,1445,1910,4,5,0,0,0,0,1,0,0,0,31,0,23,0,0,0,2,1,1,0,51,2,0,0,21,8,0,0,5,3,0,0,5,0,1979
30.0,8,1,18,0,4,1,0,0,566,3835,801,695,7,9,1,0,2,0,0,0,0,0,36,41,40,40,3,1,2,2,4,3,60,1,2,0,34,14,2,0,5,0,0,0,19,6,1982
29.0,1,1,21,8,5,0,1,0,165,6363,1721,1628,5,5,1,0,0,0,1,1,1,0,30,0,28,0,2,0,1,0,1,0,54,1,0,0,24,10,0,0,5,0,0,0,12,0,1970
20.0,3,1,14,8,1,0,0,0,273,4135,1488,2688,5,5,1,0,0,0,0,0,0,0,48,34,50,34,0,0,1,0,1,0,50,1,0,0,7,2,0,0,6,4,0,0,9,1,0
32.9,5,0,25,8,21,4,0,0,260,6123,633,301,1,12,6,1,5,1,1,0,1,0,35,29,30,21,1,1,9,2,13,3,76,1,1,0,33,11,2,1,5,2,0,0,84,15,1984
60.0,2,0,15,2,4,0,1,0,466,4312,966,509,4,5,4,0,0,0,1,1,0,0,32,0,30,0,1,1,0,0,1,0,48,3,1,0,18,5,2,0,5,0,0,0,21,0,1978
186.0,8,4,20,4,28,13,0,0,387,9132,596,2320,9,24,7,0,1,0,2,2,0,0,41,41,40,47,9,5,3,1,16,5,139,4,1,0,12,4,0,0,8,1,5,3,87,49,2007
99.0,5,0,17,0,4,2,0,0,515,4955,1023,517,11,19,0,0,2,0,2,1,1,0,41,33,35,30,0,0,7,3,3,0,54,3,0,0,56,12,1,0,2,0,0,0,65,25,0
44.0,3,0,20,7,8,6,0,0,276,6134,459,463,1,5,1,1,1,0,1,1,0,0,36,39,35,35,1,1,0,0,2,0,52,2,2,1,72,33,2,1,8,2,1,1,46,3,1966
63.0,3,1,16,3,2,1,0,0,173,2632,482,1418,4,5,1,0,1,0,0,0,1,0,27,33,26,30,1,0,1,0,0,0,45,3,1,1,13,6,0,0,8,3,0,0,9,3,1968
87.0,4,1,18,2,4,0,1,0,197,2361,1068,3219,3,3,1,1,1,0,3,1,0,0,32,50,27,50,2,0,3,1,7,4,35,3,0,0,20,1,0,0,6,0,1,0,46,2,1953
40.2,0,0,1,0,0,0,0,0,877,6882,4103,3541,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,2,0,0,0,0,0,0,0,0,0,1995
42.0,10,2,14,1,1,0,0,0,410,3398,513,604,3,5,0,0,3,0,1,0,0,0,36,27,30,25,1,0,5,0,4,0,47,2,1,0,44,6,2,0,3,0,0,0,32,4,1962
58.5,9,2,21,6,4,0,0,0,354,274,1138,3438,4,9,1,0,1,0,1,0,3,0,24,0,24,0,2,0,1,0,3,2,54,3,0,0,41,16,0,0,7,4,0,0,2,0,1968
46.0,2,0,24,6,4,0,1,1,87,3456,184,1329,3,9,2,0,0,0,2,1,1,0,37,30,35,30,0,0,0,0,0,0,61,2,1,1,20,2,0,0,8,5,0,0,57,2,1969
38.0,1,0,3,0,3,1,0,0,858,2678,407,4046,2,12,0,0,0,0,1,0,1,0,38,40,41,45,2,0,2,0,0,0,64,1,1,1,41,18,0,0,0,0,0,0,10,7,2016
30.0,5,2,14,4,2,1,2,1,111,1537,464,2993,9,9,1,0,1,1,0,0,1,1,20,0,17,0,2,0,1,1,5,2,96,1,2,2,21,4,0,0,5,0,0,0,6,0,1977
61.0,0,0,11,0,0,0,0,0,597,6181,1249,1604,4,10,1,0,0,0,1,0,0,0,53,0,49,0,3,1,0,0,1,0,54,2,0,0,15,5,0,0,3,0,0,0,4,0,2015
62.5,2,0,24,2,7,3,0,0,370,8423,654,2503,22,23,4,1,1,0,2,0,1,0,31,36,25,18,1,0,4,1,3,0,49,2,1,0,14,5,0,0,5,2,0,0,25,6,2016
44.0,6,3,14,1,2,1,0,0,139,4417,883,558,3,5,1,0,1,0,0,0,0,0,36,32,40,32,2,0,2,1,6,1,57,2,1,0,26,8,2,0,5,1,0,0,15,1,1960
61.0,2,1,18,7,8,1,0,0,114,5602,317,338,4,4,4,0,4,0,2,1,0,0,33,36,32,35,1,0,1,1,2,0,55,2,1,1,70,22,1,1,2,0,1,0,22,15,1958
44.0,1,1,21,8,5,0,1,0,113,6379,1728,1641,2,5,1,1,0,0,1,1,1,0,30,0,28,0,2,0,1,1,1,0,58,2,0,0,26,10,0,0,5,0,0,0,12,0,1970
45.5,0,0,0,0,0,0,0,0,1416,5562,3479,7570,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,0,0,1,0,0,0,0,0,0,0,0,0,1963
66.0,2,1,7,1,2,0,0,0,309,2456,475,2475,14,25,2,1,0,0,0,0,0,0,35,37,32,34,2,1,1,0,6,1,43,2,3,2,12,3,0,0,0,0,1,0,23,10,2016
69.9,1,1,22,2,7,1,0,0,163,8213,687,2294,10,10,4,4,1,0,1,0,1,0,31,36,25,18,1,0,3,1,1,0,52,3,1,0,17,5,0,0,6,2,0,0,25,6,1990
70.3,3,1,12,5,4,3,1,0,329,3939,965,722,11,27,4,1,1,0,2,0,0,0,31,36,30,40,1,1,3,0,2,0,53,2,1,0,31,2,1,0,4,1,0,0,24,5,0
44.0,4,3,7,3,2,1,0,0,344,3936,1099,347,2,5,1,0,2,0,1,0,0,0,38,25,32,27,0,0,3,2,2,2,51,2,0,0,28,20,1,1,0,0,0,0,25,7,1960
61.0,7,1,27,4,23,1,0,0,216,6420,858,514,2,9,2,0,2,0,2,1,1,0,35,35,32,35,5,0,8,0,2,1,67,3,1,0,72,26,1,0,10,3,1,1,82,27,1982
45.4,6,0,17,3,3,3,0,0,350,1796,396,3314,4,5,2,1,0,0,0,0,0,0,30,29,25,20,0,0,5,2,0,0,50,2,4,1,25,3,0,0,5,3,0,0,10,5,1969
56.0,2,2,12,2,0,0,0,0,415,2609,603,4085,2,9,0,0,0,0,0,0,0,0,32,0,30,0,0,0,1,0,0,0,50,2,2,0,7,1,0,0,4,0,0,0,5,0,1986
53.3,4,1,15,5,2,1,0,0,321,2754,490,1247,3,5,1,0,1,0,0,0,1,0,41,29,32,27,1,0,1,0,1,0,52,3,1,1,18,6,0,0,7,3,0,0,16,5,1969
80.0,10,0,46,16,21,7,0,0,129,8320,705,1718,4,5,3,0,1,0,1,0,2,0,39,64,32,64,1,0,10,6,12,0,68,4,4,0,36,5,0,0,15,2,1,1,60,1,1956
62.0,5,1,15,3,19,6,0,0,372,7557,89,897,3,5,3,0,0,0,1,0,0,0,46,27,32,25,8,5,6,2,7,3,80,2,5,1,22,5,1,0,4,1,1,1,42,5,1959
40.0,5,2,18,3,6,2,0,0,340,1082,1777,4735,1,9,0,0,1,0,0,0,2,1,28,29,29,29,0,0,1,0,2,0,55,1,0,0,38,9,0,0,5,1,0,0,5,4,1986
39.6,7,1,13,3,0,0,0,0,206,3134,846,624,4,5,0,0,2,1,1,0,0,0,35,44,30,36,1,0,2,1,1,0,49,1,2,0,36,7,1,0,4,0,0,0,29,14,1981
